Chapter,ID,People/Event
3,people_2951de7009ef056456c1b76376ebf416,zacharias_2971
3,people_2a6f6a44a02b5281b1865084ca836fd9,simeon_2743
3,people_2c2c84d779e0bcfb5116be66a67228d7,Amminadab
3,people_2cf86cbd6815e7cc469c18811ae54fa8,levi_1822
3,people_3072a67c719fc7d14fbe82d8ef4c5b16,Nahor
3,people_35ba3e62cb388ad5178273e8d0ae80c0,melchi_1988
3,people_35cdb4595d6e050314c5594b3a07019e,Terah
3,people_37b760e2e124de8fe2ab91ab12c1954e,juda_1749
3,people_3b7b3a4f131c43f056922c32af75315b,cainan_534
3,people_42aeb4480e055b066e3dca6f634bb857,Jonan
3,people_4426163f3a2c7c2c1a99d791e9759d6e,Mahalaleel
3,people_47fa81c1eac5d3ff621fe2e7dabe430c,Maath
3,people_4fa6d45c4aa8199bf8d21e69fec0b932,Hezron
3,people_4fecc28d4832a95167c21086a28c77eb,Lamech
3,people_51053d525450c4173b6e4d5d337aa2cc,Serug
3,people_53de313b0b0908e40ecac11873ac3ba7,Naum
3,people_58e2dc4607a57d641eba57ce61177acd,Heli
3,people_5d313e05dbb4d49400c73d786e9ac621,philip_2345
3,people_5f5e6bedfea474f66d9e99dc876bc893,herodias_1507
3,people_62e4d077dac21f63312ec0be250e1414,Elmodam
3,people_683fce80a490f77ad1a63da6639e2582,Nahshon
3,people_68d9348a1c25ed93e5eb0c73dfd4718c,joseph_1719
3,people_694aa6ff547bc5d2068252144030d195,Lysanias
3,people_6b8d004e4a8ac1c7433c48fefbb9826a,Noah
3,people_6f281b0480975b23545872c834851d8a,Jose
3,people_7331d07b814c97e7c255118068bc622c,Peleg
3,people_74602c9a6a1a401ccfb1ff7a27553035,Annas
3,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
3,people_76689b5632fb3f0a3779fae80b45317b,melchi_1987
3,people_76841375e09811e3e4e76b1be1bbad5c,Adam
3,people_7d80d364071b3f9dcb768ced77741c16,joseph_1715
3,people_7fdbea1e2b234591f0a202aab9be4b65,Enos
3,people_7ff5c8c5d34ad4eab730d3717c0d27eb,matthat_1970
3,people_8392c0923cc9ae5b21f55fb5281ae163,Isaac
3,people_8e76788fe30fc9cdb4503c1f315aea69,levi_1821
3,people_8f367c1b11a63a2c205a984f71382a98,Holy Spirit
3,people_9039ce790be6779e7b13b5267b16c318,Eliezer
3,people_9220082277c567d214144f33444fa9d2,Seth
3,people_930952f751e1883ae217af0216910d13,Cosam
3,people_9b644c8c3c68710123dc1b54cda161dc,Mattatha
3,people_9cc2e6d94571c3cb8b951f1fae99f8c4,Pharez
3,people_9e30389651b487e5c8a2a2b54cdac1a5,joseph_1717
3,people_9ee50b66e4e7fdf8fb454254bedaa820,Nathan
3,people_a3c19bfcb377f94f19ab0eca9e103d02,john_1676
3,people_a4008742690c79c0a16a6d67e06812b4,mattathias_1963
3,people_a5852f59a6378285774c9b4e9db538ef,Janna
3,people_a59d6e69ffc99709f1d26a2f00c9034a,joanna_1628
3,people_a966774dab1a156958fbe9df75f928af,Jared
3,people_aa68500255c21b7845a6b5d0e2282e1a,Menan
3,people_b0223e4d9fd34f5ae781786944f3e32e,matthat_1969
3,people_b88b78694c41b29937c8adfd0b865632,philip_2346
3,people_b8a40e42d836f5b5682f48c222902e38,juda_1750
3,people_b8af09fde70e2e52d184d1defef3e368,Arphaxad
3,people_ba558dd3dc06148c4093ceee8081d5ab,Isaiah
3,people_bd51343ae1296e5fcfbc1ff629830b3a,David
3,people_c40dc6764d60571b726af96cc4649cd9,Amos
3,people_c71cfa00aa45cf28f442f5f67c4c93de,joseph_1718
3,people_c71f0b78e2452a9f9bfafc6dc66e092a,Zorobabel
3,people_c7edfefda8d9ed17d5342465f5997678,Nagge
3,people_cb13a84293f82393932a6ca3d54140ff,Addi
3,people_cb9fd1c6ff76ba65e12e5f49cd71b011,Shem
3,people_d1a870937479b56e856d4d527b2833de,Eliakim
3,people_d5695541350b91009b713566d3e6395e,Boaz
3,people_da236410e101d089087d0b92b7c0d9f6,herod_1505
3,people_db4584018d1e7f706bb6d658907621e8,Caiaphas
3,people_db78b6b7bb3cbb577eb291deb4937965,Israel
3,people_df38e94bf75563d2ee4e067af0d2101f,Pilate
3,people_e18ea6d97780c690a97f4b055ccd6aca,Salmon
3,people_e536be7916fac123b3b6637c6bcb9678,Esli
3,people_e8fe71afc0f0c76e0a6ed42e6de85cbb,Ram
3,people_edf5e10662e91caba08bd23d150da7b5,Eber
3,people_ef1e83525c802969eb165b3b462f608c,Semei
3,people_f02951ae64b776ef8ca2411ad120f484,Jesse
3,people_f31944fda00bce801bcb6fc79c51c53f,Methuselah
3,people_f37710aa0d0f87130c8fecfd990e9164,Abraham
3,people_f77aa558b76801bc8e87faad275678b4,Rhesa
3,timeline_43cc62185419d808a343f0ce0dbd7999,John the baptist imprisoned
3,timeline_8a1d5a9fef364c1ef25dfdeeb3795252,Birth of cainan
3,timeline_8be73a7575c9733cfce195dbed9b9d61,John baptizes Jesus
3,timeline_8cc3b970320954afab0a77949043b97c,Birth of Seth
3,timeline_fe07358fe6347d49865da346e5eefe02,John the baptist begins ministry
4,people_12f80b516bb106941288062f032b4401,God
4,people_16c785add09c2758b120151627f38ee1,Wife of Simon
4,people_3b3c5f175c377700e16ccd023e721849,Mother of the wife of Simon
4,people_46420946ecca48b34fb0fdff25494fb3,Elisha
4,people_670098ef71f00335389b123e7829f7d5,Elijah
4,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
4,people_8299e00ea6aa5dba1ec4b9b2d213f15b,Naaman
4,people_8f367c1b11a63a2c205a984f71382a98,Holy Spirit
4,people_ba558dd3dc06148c4093ceee8081d5ab,Isaiah
4,people_bdbfbef30547259326122c9c051c91ad,Satan
4,people_bdf78ecbf05075f4ebabe9501e3b2f47,simon_2750
4,people_e8a08945f2cfd8003adbbfdfd3dec9e2,joseph_1710
4,timeline_01362a906658abddd74522058044e111,Jesus rejected at nazareth
4,timeline_0f77167740ba5d66760f65c237174878,Peter's mother-in-law and others healed
4,timeline_11112321e66f8547d0238993596566f4,Jesus visits galilee
4,timeline_2f95b79a44a32863c553e197d0ff6124,Jesus' 1st tour of galilee
4,timeline_4e12fdf35e5c9827cd2ce1982de1030a,Temptations of Jesus
4,timeline_6542fa916245dd3506364da65b4d55ed,The demoniac
4,timeline_790f5a904a89d96c69f9fdb896a2a21f,"Jesus leaves judea toward galilee, Jesus visits galilee"
4,timeline_ea4de07a6f4431a1abf09048a5ad668c,Jesus in capernaum
5,people_12f80b516bb106941288062f032b4401,God
5,people_30469efa198a8c9581922372eef941b3,Zebedee
5,people_45c0ff7229d4da2688dd795f2da58e10,Peter
5,people_54391b8dee1376fe9bffd83cebd93a08,Moses
5,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
5,people_9677ec1950702c663e9a9cfd90e98100,john_1677
5,people_a3c19bfcb377f94f19ab0eca9e103d02,john_1676
5,people_bdf78ecbf05075f4ebabe9501e3b2f47,simon_2750
5,people_d2e557b48945df786b9bebca1c143585,Matthew
5,people_d46156824b4c9499d434dea5198b29ec,james_717
5,timeline_37dcb7300f24b81bb96deade2bd55ee1,Fishers of men
5,timeline_6225c363f7a5c1f6312cc5bdf9377766,Healing the leper
5,timeline_77cf2299b8b0feb4b093c29d1c5d029a,Fasting question
5,timeline_acb4d47e8f28632c76f5369373f5f69d,Jesus calls Matthew
5,timeline_ae4f4dbb5930d402cd354f4eed4b2a64,Parable of the winseskins
5,timeline_fa064bb00915c7f5ea2305c237968411,Healing the man with palsy
6,people_05435dfd7c9658e93f0549ab9041d7d1,Alphaeus
6,people_12f80b516bb106941288062f032b4401,God
6,people_2440393fcbccc440f09aac3cdcfeb5a1,Thomas
6,people_45c0ff7229d4da2688dd795f2da58e10,Peter
6,people_69d08968322add3c3a91d3f2c8d416cf,Andrew
6,people_70c3165210467b0110fd7c4fe46def03,philip_2344
6,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
6,people_7d2f5bd6921e95e8849674d851c612fa,judas_1760
6,people_828b8622f88b3694cc31c2274110e3d9,james_718
6,people_9677ec1950702c663e9a9cfd90e98100,john_1677
6,people_ac214bdb16ea74390dc9da8a9fe2cc35,Lebbaeus
6,people_bd51343ae1296e5fcfbc1ff629830b3a,David
6,people_d2e557b48945df786b9bebca1c143585,Matthew
6,people_d46156824b4c9499d434dea5198b29ec,james_717
6,people_d6e0dedd11e45e894616ce6a4b99b0a3,simon_2746
6,people_d72f26a2420994badb603a8a6a52cbff,Bartholomew
6,timeline_0aaffd55690fdeded882df95181e06b6,Sermon on the mount
6,timeline_6cce9cd1cc32a6c13e5414ee5a682397,Healing a withered hand
6,timeline_a7d9a01f97c8b9753c835983abf4fd76,Corn on the sabbath
6,timeline_bb5e9a3019dff55a5a75db207e371fd8,Apostles chosen
6,timeline_e56f7a67743a978ad194ccc981f84248,Healing multitudes
7,people_12f80b516bb106941288062f032b4401,God
7,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
7,people_a3c19bfcb377f94f19ab0eca9e103d02,john_1676
7,people_bdf78ecbf05075f4ebabe9501e3b2f47,simon_2750
7,timeline_4112e1008308856b9991d003bf2b0131,Anointed by a sinner woman
7,timeline_88121cbda113d22a64d7d67087710bd2,Healing centurion's servant
7,timeline_951ee4f78bac6e3c0509b8e229c014fb,Jesus' message on john the baptist
7,timeline_e43b9de1eaa70274f3fbcb919adaa75a,Widow's son resurrected
8,people_12f80b516bb106941288062f032b4401,God
8,people_28b72b978dfe958a45514a5561eae318,Chuza
8,people_3299e1b9f289a7933d515b6609ca6885,Jairus
8,people_45c0ff7229d4da2688dd795f2da58e10,Peter
8,people_57da5dc2b56457eb2db18c09f8155d30,Susanna
8,people_65fc31445556e182fa8c07f307ecbb3d,mary_1943
8,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
8,people_9677ec1950702c663e9a9cfd90e98100,john_1677
8,people_b8c944f20b9fd2100026aa35cd13128f,Heber
8,people_d319f77ca4150fb25252969482b8e708,joanna_1629
8,people_d46156824b4c9499d434dea5198b29ec,james_717
8,timeline_2c52d25668389a22bf26f47d2080d7da,Seaside parables and miracle
8,timeline_808b012e320c52cbcc416205ba11fea0,Gadarene demoniacs
8,timeline_965574d46756b3d9442c1a3550db5049,Jesus' 2nd tour of galilee
8,timeline_ac7440db5ee170b1aa437ade4c3e8ffe,Capernaum miracles
8,timeline_fe57cd76745c5780ca62f2e8c846b4c2,Blind and dumb demoniac and following discourse
9,people_12f80b516bb106941288062f032b4401,God
9,people_45c0ff7229d4da2688dd795f2da58e10,Peter
9,people_54391b8dee1376fe9bffd83cebd93a08,Moses
9,people_670098ef71f00335389b123e7829f7d5,Elijah
9,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
9,people_9677ec1950702c663e9a9cfd90e98100,john_1677
9,people_a3c19bfcb377f94f19ab0eca9e103d02,john_1676
9,people_d46156824b4c9499d434dea5198b29ec,james_717
9,people_da236410e101d089087d0b92b7c0d9f6,herod_1505
9,timeline_2c52d25668389a22bf26f47d2080d7da,Seaside parables and miracle
9,timeline_8c5b38afdd6964eefabe2cafc0b33155,John beheaded
9,timeline_aa34077aa797b68943e420f8b263714d,Feeding of five thousand
9,timeline_b6936d4974d4b39d191d18b1ec33d781,3rd tour of galilee
9,timeline_d810e7a6ae9e0e787b5c3cbe20f071b1,"Peter's confession ""upon this rock"""
10,people_12f80b516bb106941288062f032b4401,God
10,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
10,people_90702b96cb299b9f18f5c4e0ff1ae75b,Martha
10,people_acd0247234254172a6d0c2b7c2ff969a,mary_1939
10,people_bdbfbef30547259326122c9c051c91ad,Satan
11,people_05ffe84a3f84b6f7763fd9b21402fe7b,zacharias_3011
11,people_12f80b516bb106941288062f032b4401,God
11,people_3d11f6fac80de3aaca53ca9135077ea4,Jonah
11,people_6a2e469e45e442e49529006a2af412e4,Abel
11,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
11,people_8f367c1b11a63a2c205a984f71382a98,Holy Spirit
11,people_a3c19bfcb377f94f19ab0eca9e103d02,john_1676
11,people_bdbfbef30547259326122c9c051c91ad,Satan
11,people_dd55f8b07f89d58897b64c3cf2d09594,Solomon
11,timeline_fe57cd76745c5780ca62f2e8c846b4c2,blind and dumb demoniac and following discourse
12,people_12f80b516bb106941288062f032b4401,God
12,people_45c0ff7229d4da2688dd795f2da58e10,Peter
12,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
12,people_8f367c1b11a63a2c205a984f71382a98,Holy Spirit
12,people_dd55f8b07f89d58897b64c3cf2d09594,Solomon
13,people_12f80b516bb106941288062f032b4401,God
13,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
13,people_8392c0923cc9ae5b21f55fb5281ae163,Isaac
13,people_8e7cf573394e8deacb012532c152bbcd,Josiah
13,people_bdbfbef30547259326122c9c051c91ad,Satan
13,people_da236410e101d089087d0b92b7c0d9f6,herod_1505
13,people_db78b6b7bb3cbb577eb291deb4937965,Israel
13,people_df38e94bf75563d2ee4e067af0d2101f,Pilate
13,people_f37710aa0d0f87130c8fecfd990e9164,Abraham
14,people_12f80b516bb106941288062f032b4401,God
14,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
15,people_12f80b516bb106941288062f032b4401,God
15,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
16,people_07d7d3151033736baa50127e89878503,Lazarus
16,people_12f80b516bb106941288062f032b4401,God
16,people_54391b8dee1376fe9bffd83cebd93a08,Moses
16,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
16,people_a3c19bfcb377f94f19ab0eca9e103d02,john_1676
16,people_f37710aa0d0f87130c8fecfd990e9164,Abraham
17,people_12f80b516bb106941288062f032b4401,God
17,people_6b8d004e4a8ac1c7433c48fefbb9826a,Noah
17,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
17,people_bc995a113228e8baf662105e80294bb3,Lot
18,people_12f80b516bb106941288062f032b4401,God
18,people_45c0ff7229d4da2688dd795f2da58e10,Peter
18,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
18,people_bd51343ae1296e5fcfbc1ff629830b3a,David
19,people_12f80b516bb106941288062f032b4401,God
19,people_6d881684fc4b690f3b07c306a812b5e0,zacchaeus_2961
19,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
19,people_f37710aa0d0f87130c8fecfd990e9164,Abraham
20,people_12f80b516bb106941288062f032b4401,God
20,people_54391b8dee1376fe9bffd83cebd93a08,Moses
20,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
20,people_8392c0923cc9ae5b21f55fb5281ae163,Isaac
20,people_a3c19bfcb377f94f19ab0eca9e103d02,john_1676
20,people_bd51343ae1296e5fcfbc1ff629830b3a,David
20,people_db78b6b7bb3cbb577eb291deb4937965,Israel
20,people_f37710aa0d0f87130c8fecfd990e9164,Abraham
21,people_12f80b516bb106941288062f032b4401,God
21,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
22,people_12f80b516bb106941288062f032b4401,God
22,people_45c0ff7229d4da2688dd795f2da58e10,Peter
22,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
22,people_7d2f5bd6921e95e8849674d851c612fa,judas_1760
22,people_9677ec1950702c663e9a9cfd90e98100,john_1677
22,people_bdbfbef30547259326122c9c051c91ad,Satan
23,people_12f80b516bb106941288062f032b4401,God
23,people_64edd915bba88b3de89e9050a7d71faa,simon_2749
23,people_68001227cf22370ef85b27769401ecac,joseph_1716
23,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
23,people_afc894c8ce784ab84a6fc8a729649a32,Barabbas
23,people_da236410e101d089087d0b92b7c0d9f6,herod_1505
23,people_df38e94bf75563d2ee4e067af0d2101f,Pilate
24,people_12f80b516bb106941288062f032b4401,God
24,people_1a5d2e2edcfd900819e6f554077feace,mary_1940
24,people_45c0ff7229d4da2688dd795f2da58e10,Peter
24,people_47c1aedf2682a0f67c239fd9c039880e,Cleophas
24,people_4f7b3a73656bff7de74161977342b79f,james_719
24,people_54391b8dee1376fe9bffd83cebd93a08,Moses
24,people_65fc31445556e182fa8c07f307ecbb3d,mary_1943
24,people_74fc34c0591dc0c0a09fa2413e4e4e51,Jesus
24,people_d319f77ca4150fb25252969482b8e708,joanna_1629
